claim_id	passenger_id	flight_id	flight_number	claim_date	issue_type	bag_description	bag_weight_kg	declared_value_eur	status	resolution_days	compensation_paid_eur	handling_agent
CLM00624	PAX00043690	FL0009674	LH6651	2024-01-29	Damaged	Brown leather bag	25.6	681.94	Resolved		210.51	Lufthansa LEOS
CLM00625	PAX00005783	FL0006329	LH5181	2023-05-30	Delayed	Grey Tumi backpack	31.2	1136.01	In Progress	13	0	Swissport
CLM00626	PAX00042310	FL0008016	LH9697	2023-10-22	Damaged	Blue Samsonite carry-on	24.1	169.35	Pending	20	0	Swissport
CLM00627	PAX00033658	FL0000037	LH2754	2021-08-14	Lost	Green hardcase	22.5	361.47	Pending	17	897.87	Swissport
CLM00628	PAX00036147	FL0003301	LH6609	2022-08-14	Damaged	Green hardcase	10.8	1929.68	Resolved	29	625.82	Swissport
CLM00629	PAX00001245	FL0003646	LH6686	2023-01-16	Delayed	Grey Tumi backpack	19.5	EUR 352.36	Resolved	2	0	Fraport Ground Services
CLM00630	PAX00040065	FL0000191	LH5229	13-11-2021	Delayed	Black Rimowa suitcase	29.0	1504.1	In Progress		0	Swissport
CLM00631	PAX00017781	FL0008351	LH1893	2024-01-17	Damaged	Brown leather bag	21.6	145.62	Resolved	38	1301.19	Fraport Ground Services
CLM00632	PAX00023455	FL0009631	LH9496	2024-01-09	Damaged	Green hardcase	13.5	EUR 1155.44	Pending	21	1118.81	Swissport
CLM00633	PAX00022241	FL0010995	LH8096	2024-07-18	Lost	Blue Samsonite carry-on	22.8	1969.89	Pending	40	994.63	Swissport
CLM00634	PAX00043377	FL0008379	LH5587	2024-04-06	Lost	Brown leather bag	18.6	1684.17	Resolved	21	0	Lufthansa LEOS
CLM00635	PAX00019890	FL0001958	LH2241	2022-07-24	Damaged	Red duffel bag	8.3	408.5	Resolved		888.25	Fraport Ground Services
CLM00636	PAX00033442	FL0001768	LH2580	2022-06-24	Lost	Green hardcase	9.7	1488.32	Pending	7	0	Fraport Ground Services
CLM00637	PAX00021661	FL0000406	LH2918	2022-02-12	Delayed	Black Rimowa suitcase	20.8	907.71	Resolved		0	Fraport Ground Services
CLM00638	PAX00033989	FL0005187	LH9236	2023-06-11	Lost	Black Rimowa suitcase	11.8	2326.93	Denied	2	1158.59	Fraport Ground Services
CLM00639	PAX00025221	FL0007743	LH5317	2023-11-08	Delayed	Blue Samsonite carry-on	9.4	1907.41	In Progress	36	0	Fraport Ground Services
CLM00640	PAX00014267	FL0005895	LH1848	2023-02-11	Delayed	Black Rimowa suitcase	12.7	2383.95	In Progress	23	0	Lufthansa LEOS
CLM00641	PAX00001197	FL0003150	LH2508	2022-06-06	Lost	Green hardcase	16.3	2497.02	Resolved		1318.71	Fraport Ground Services
CLM00642	PAX00041867	FL0005335	LH2045	2023-04-19	Delayed	Brown leather bag	10.2	EUR 830.41	Denied		0	Lufthansa LEOS
CLM00643	PAX00022526	FL0009963	LH5470	2024-03-10	Lost	Red duffel bag	27.3	703.6	In Progress	5	0	Lufthansa LEOS
CLM00644	PAX00027030	FL0001973	LH4132	2022-05-24	Damaged	Brown leather bag	23.4	2118.07	Resolved	9	515.12	Swissport
CLM00645	PAX00016449	FL0011954	LH2839	2024-12-05	Delayed	Brown leather bag	23.9	1060.54	In Progress	30	0	Lufthansa LEOS
CLM00646	PAX00021344	FL0001979	LH9937	2022-06-01	Delayed	Blue Samsonite carry-on	17.3	1270.84	In Progress	1	0	Lufthansa LEOS
CLM00647	PAX00035870	FL0010827	LH7417	2024-06-07	Delayed	Red duffel bag	13.7	122.02	In Progress	35	0	Fraport Ground Services
CLM00648	PAX00017647	FL0011886	LH8379	2024-09-25	Pilfered	Brown leather bag	11.5	2413.68	Resolved	44	771.71	Fraport Ground Services
CLM00649	PAX00043362	FL0008765	LH7338	2024-04-12	Damaged	Green hardcase	14.5	EUR 613.62	Resolved	32	0	Fraport Ground Services
CLM00650	PAX00018701	FL0010187	LH9075	2024-07-19	Pilfered	Brown leather bag	20.8	1287.16	Resolved	43	0	Swissport
CLM00651	PAX00010111	FL0000263	LH9148	2022-02-16	Delayed	Black Rimowa suitcase	14.1	2002.09	Resolved	23	0	Swissport
CLM00652	PAX00032009	FL0001109	LH5427	2022-03-19	Delayed	Red duffel bag	23.7	1701.18	Pending	17	0	Fraport Ground Services
CLM00653	PAX00001261	FL0010466	LH7409	2024-07-26	Lost	Grey Tumi backpack	22.1	1670.88	Pending	43	0	Lufthansa LEOS
CLM00654	PAX00020133	FL0004877	LH939	2022-12-20	Lost	Black Rimowa suitcase	18.4	576.4	Resolved		1046.28	Lufthansa LEOS
CLM00655	PAX00040796	FL0003292	LH9855	2022-10-30	Delayed	Red duffel bag	11.9	2285.32	Pending	6	0	Fraport Ground Services
CLM00656	PAX00008730	FL0010840	LH5672	2024-06-02	Damaged	Green hardcase	10.7	102.23	Resolved	16	589.53	Fraport Ground Services
CLM00657	PAX00000531	FL0002834	LH1157	2022-06-10	Delayed	Brown leather bag	31.0	2321.29	In Progress	13	0	Fraport Ground Services
CLM00658	PAX00010208	FL0003087	LH558	2022-10-27	Delayed	Brown leather bag	21.9	2414.59	In Progress	10	0	Swissport
CLM00659	PAX00020787	FL0008079	LH9658	2024-01-26	Delayed	Brown leather bag	25.5	548.81	Denied		0	Fraport Ground Services
CLM00660	PAX00025530	FL0006447	LH3542	2023-03-21	Delayed	Brown leather bag	23.9	1106.52	In Progress	25	0	Swissport
CLM00661	PAX00006420	FL0003212	LH2290	2022-08-20	Damaged	Blue Samsonite carry-on	10.1	1936.22	Pending	22	1384.17	Fraport Ground Services
CLM00662	PAX00020253	FL0002420	LH6744	2022-04-27	Pilfered	Blue Samsonite carry-on	29.7	784.89	Resolved		0	Swissport
CLM00663	PAX00003892	FL0004074	LH9834	2022-11-20	Delayed	Brown leather bag	28.7	1308.59	In Progress		0	Swissport
CLM00664	PAX00009156	FL0002979	LH4803	2022-06-11	Delayed	Blue Samsonite carry-on	19.9	2299.2	In Progress	28	0	Swissport
CLM00665	PAX00006275	FL0006803	LH9284	2023-04-28	Delayed	Red duffel bag	25.6	2165.45	In Progress	14	0	Lufthansa LEOS
CLM00666	PAX00036390	FL0004984	LH7522	2023-04-14	Damaged	Green hardcase	13.9	957.24	Resolved		0	Fraport Ground Services
CLM00667	PAX00034729	FL0007724	LH465	2023-12-09	Lost	Blue Samsonite carry-on	15.7	2058.68	Resolved	17	1356.54	Lufthansa LEOS
CLM00668	PAX00027962	FL0007132	LH8193	2023-09-30	Delayed	Black Rimowa suitcase	9.6	2381.74	Pending	17	0	Lufthansa LEOS
CLM00669	PAX00021268	FL0005177	LH6030	2023-05-17	Damaged	Red duffel bag	21.9	1553.12	Resolved		0	Lufthansa LEOS
CLM00670	PAX00039703	FL0012070	LH1717	2024-11-26	Damaged	Red duffel bag	28.7	1455.27	Resolved	10	0	Swissport
CLM00671	PAX00037403	FL0003671	LH3423	2022-08-31	Lost	Blue Samsonite carry-on	17.0	1164.25	Pending	6	941.91	Fraport Ground Services
CLM00672	PAX00041977	FL0007576	LH7730	2023-08-10	Lost	Grey Tumi backpack	12.4	629.99	Resolved	11		Fraport Ground Services
CLM00673	PAX00014594	FL0007449	LH2652	2023-06-28	Delayed	Grey Tumi backpack	26.0	1646.72	In Progress	31	0	Fraport Ground Services
CLM00674	PAX00033818	FL0005464	LH8724	2023-01-20	Lost	Brown leather bag	26.1	EUR 1248.95	Resolved	28	936.69	Swissport
CLM00675	PAX00027792	FL0002214	LH2504	2022-08-12	Delayed	Blue Samsonite carry-on	19.8	1709.81	Pending	13	0	Swissport
CLM00676	PAX00026710	FL0004446	LH6792	2022-12-13	Delayed	Green hardcase	23.1	2378.31	Resolved	33	0	Lufthansa LEOS
CLM00677	PAX00000938	FL0000015	LH9876	2022-01-01	Delayed	Red duffel bag	23.0	1305.96	Resolved	35	0	Lufthansa LEOS
CLM00678	PAX00025755	FL0002272	LH6448	2022-08-03	Delayed	Black Rimowa suitcase	9.4	1769.74	Resolved		0	Lufthansa LEOS
CLM00679	PAX00036422	FL0000810	LH4901	2022-03-22	Delayed	Blue Samsonite carry-on	9.3	2002.29	Resolved	13	0	Swissport
CLM00680	PAX00015410	FL0005015	LH4516	2022-12-23	Delayed	Red duffel bag	17.1	1219.6	Resolved	17	0	Swissport
CLM00681	PAX00043724	FL0007679	LH2665	2023-07-29	Damaged	Brown leather bag	31.7	1539.53	Resolved	9	519.14	Fraport Ground Services
CLM00682	PAX00022590	FL0001324	LH2702	2022-03-19	Delayed	Grey Tumi backpack	30.4	1431.37	Resolved	39		Swissport
CLM00683	PAX00022437	FL0000497	LH7804	2022-03-01	Delayed	Grey Tumi backpack	15.7	1965.74	Pending	36	0	Swissport
CLM00684	PAX00031264	FL0001161	LH9603	2021-12-08	Damaged	Red duffel bag	8.1	1119.35	Pending	29	895.81	Lufthansa LEOS
CLM00685	PAX00041969	FL0008576	LH4930	2024-01-30	Delayed	Red duffel bag	22.2	969.21	In Progress	2	0	Swissport
CLM00686	PAX00003882	FL0002386	LH6449	2022-06-24	Delayed	Brown leather bag	8.3	1133.93	Resolved	44	0	Swissport
CLM00687	PAX00031705	FL0010520	LH5197	2024-05-07	Lost	Brown leather bag	16.7	130.58	Resolved	35	1144.62	Fraport Ground Services
CLM00688	PAX00007814	FL0010954	LH9473	2024-07-28	Damaged	Brown leather bag	30.5	1218.64	Resolved	4	0	Lufthansa LEOS
CLM00689	PAX00017321	FL0001146	LH4740	25-03-2022	Delayed	Brown leather bag	21.6	842.1	Resolved	11	0	Lufthansa LEOS
CLM00690	PAX00043759	FL0010054	LH7254	2024-03-26	Lost	Black Rimowa suitcase	19.0	750.31	Resolved	26	316.91	Lufthansa LEOS
CLM00691	PAX00034144	FL0005252	LH6312	2023-04-22	Pilfered	Blue Samsonite carry-on	22.6	1145.29	Pending	35	1083.51	Lufthansa LEOS
CLM00692	PAX00010414	FL0000486	LH6144	2021-11-13	Delayed	Red duffel bag	13.3	2138.44	Pending	14	0	Fraport Ground Services
CLM00693	PAX00028723	FL0004789	LH6123	2023-04-17	Lost	Red duffel bag	27.3	EUR 1965.79	Denied	31	151.41	Lufthansa LEOS
CLM00694	PAX00005498	FL0002705	LH9653	2022-05-18	Delayed	Red duffel bag	11.2	2253.67	Resolved		0	Swissport
CLM00695	PAX00042036	FL0008126	LH7680	2023-10-13	Delayed	Red duffel bag	20.3	354.84	Resolved	39	0	Fraport Ground Services
CLM00696	PAX00018091	FL0008506	LH9336	2023-10-14	Delayed	Blue Samsonite carry-on	26.8	905.89	Resolved	10	0	Swissport
CLM00697	PAX00028481	FL0011111	LH9492	2024-07-28	Delayed	Green hardcase	19.2	2439.59	Resolved	39		Lufthansa LEOS
CLM00698	PAX00028324	FL0004618	LH4328	2022-11-12	Delayed	Red duffel bag	12.0	160.7	Resolved	4	0	Swissport
CLM00699	PAX00036056	FL0005984	LH1487	2023-05-28	Delayed	Blue Samsonite carry-on	25.2	1031.99	Denied	45	0	Fraport Ground Services
CLM00700	PAX00041559	FL0003755	LH2844	2022-10-28	Delayed	Black Rimowa suitcase	32.0	2158.79	Pending	43	0	Lufthansa LEOS
CLM00701	PAX00005245	FL0002498	LH4838	2022-04-16	Delayed	Grey Tumi backpack	25.6	533.58	Pending	20	0	Fraport Ground Services
CLM00702	PAX00028348	FL0003307	LH4890	2022-12-01	Delayed	Grey Tumi backpack	10.9	1971.48	In Progress	33	0	Lufthansa LEOS
CLM00703	PAX00001691	FL0005366	LH7708	2023-06-04	Lost	Blue Samsonite carry-on	24.1	318.79	Pending	22	393.83	Swissport
CLM00704	PAX00019901	FL0010668	LH2213	2024-08-17	Delayed	Black Rimowa suitcase	28.9	2404.31	Pending	4	0	Swissport
CLM00705	PAX00025944	FL0008866	LH5702	2024-03-15	Delayed	Brown leather bag	13.3	280.14	Resolved	40	0	Swissport
CLM00706	PAX00033792	FL0007238	LH6886	2023-07-14	Delayed	Brown leather bag	22.2	2066.43	Resolved	18	0	Swissport
CLM00707	PAX00018938	FL0004957	LH5496	2023-04-23	Lost	Black Rimowa suitcase	23.7	2247.32	Resolved	11	357.28	Swissport
CLM00708	PAX00015328	FL0011580	LH5805	2024-07-11	Delayed	Black Rimowa suitcase	13.8	802.98	Resolved	43	0	Lufthansa LEOS
CLM00709	PAX00024355	FL0006736	LH1589	2023-08-01	Delayed	Brown leather bag	27.6	179.2	Resolved	37	0	Fraport Ground Services
CLM00710	PAX00011129	FL0006629	LH3393	2023-08-14	Delayed	Red duffel bag	20.4	963.91	In Progress		0	Swissport
CLM00711	PAX00040486	FL0008052	LH5717	2023-12-28	Delayed	Green hardcase	21.7	1119.35	Resolved	27	0	Fraport Ground Services
CLM00712	PAX00006754	FL0001071	LH664	27-04-2022	Delayed	Red duffel bag	14.4	1035.42	Resolved	45	0	Swissport
CLM00713	PAX00002298	FL0004360	LH9527	2022-11-30	Lost	Black Rimowa suitcase	31.6	714.29	Pending	4	0	Fraport Ground Services
CLM00714	PAX00042249	FL0011619	LH5601	2024-11-12	Damaged	Red duffel bag	26.7	2445.05	In Progress	42	294.23	Swissport
CLM00715	PAX00012082	FL0000076	LH9626	2021-11-14	Lost	Green hardcase	10.9	1223.38	In Progress	38	291.44	Lufthansa LEOS
CLM00716	PAX00010057	FL0008513	LH8544	2024-01-05	Delayed	Blue Samsonite carry-on	26.0	230.88	Resolved	8	0	Fraport Ground Services
CLM00717	PAX00040878	FL0002723	LH3944	2022-07-07	Delayed	Black Rimowa suitcase	29.0	2168.26	Resolved	25	0	Lufthansa LEOS
CLM00718	PAX00025232	FL0005740	LH4739	2023-06-14	Delayed	Blue Samsonite carry-on	29.3	1775.1	Pending		0	Fraport Ground Services
CLM00719	PAX00014287	FL0006885	LH8366	2023-10-16	Delayed	Brown leather bag	27.3	2429.33	Resolved	24	0	Lufthansa LEOS
CLM00720	PAX00016438	FL0004719	LH5394	2023-02-06	Delayed	Green hardcase	10.6	181.15	In Progress	16	0	Lufthansa LEOS
CLM00721	PAX00003419	FL0010839	LH6230	2024-07-23	Delayed	Red duffel bag	25.1	959.77	In Progress		0	Swissport
CLM00722	PAX00010974	FL0007448	LH796	2023-08-15	Delayed	Brown leather bag	31.2	566.82	Resolved	5	0	Fraport Ground Services
CLM00723	PAX00028920	FL0009644	LH2025	2024-06-07	Delayed	Grey Tumi backpack	18.3	2165.43	In Progress		0	Swissport
CLM00724	PAX00034097	FL0002349	LH577	2022-03-19	Delayed	Blue Samsonite carry-on	14.7	2300.22	Resolved	43	0	Lufthansa LEOS
CLM00725	PAX00014240	FL0002454	LH2544	2022-07-04	Delayed	Black Rimowa suitcase	26.7	113.91	Pending	2	0	Fraport Ground Services
CLM00726	PAX00013753	FL0009311	LH4143	2024-05-29	Damaged	Black Rimowa suitcase	10.4	2105.34	Denied	19	906.6	Fraport Ground Services
CLM00727	PAX00037407	FL0001349	LH2252	2021-12-18	Delayed	Green hardcase	19.3	1005.49	Resolved		0	Fraport Ground Services
CLM00728	PAX00032225	FL0008945	LH1418	2024-05-11	Delayed	Green hardcase	19.6	464.27	Resolved	16	0	Lufthansa LEOS
CLM00729	PAX00021421	FL0010588	LH7177	2024-04-01	Lost	Blue Samsonite carry-on	9.7	651.64	Pending		0	Lufthansa LEOS
CLM00730	PAX00015248	FL0004722	LH1769	2023-03-29	Delayed	Blue Samsonite carry-on	23.6	2471.44	Resolved	7	0	Fraport Ground Services
CLM00731	PAX00010714	FL0008250	LH7950	11-11-2023	Delayed	Blue Samsonite carry-on	19.2	1527.11	Resolved	34	0	Swissport
CLM00732	PAX00001660	FL0001584	LH7452	2022-07-10	Damaged	Grey Tumi backpack	10.6	EUR 2022.16	Resolved	41	1131.58	Fraport Ground Services
CLM00733	PAX00018517	FL0008006	LH9811	2023-11-12	Damaged	Green hardcase	12.5	1698.09	Resolved	20	1022.66	Swissport
CLM00734	PAX00042269	FL0000462	LH583	2022-01-16	Damaged	Brown leather bag	18.3	2102.27	Resolved	9	577.1	Swissport
CLM00735	PAX00015294	FL0009473	LH4907	2023-12-16	Lost	Blue Samsonite carry-on	16.5	2042.73	In Progress		807.78	Lufthansa LEOS
CLM00736	PAX00007541	FL0011878	LH4251	2024-11-03	Damaged	Black Rimowa suitcase	19.3	928.83	Denied	39	942.1	Lufthansa LEOS
CLM00737	PAX00011079	FL0003684	LH9716	2022-11-10	Damaged	Brown leather bag	21.8	2454.41	Resolved	3	0	Lufthansa LEOS
CLM00738	PAX00005908	FL0008780	LH704	2024-01-21	Delayed	Brown leather bag	18.4	876.63	In Progress	28	0	Lufthansa LEOS
CLM00739	PAX00019936	FL0005094	LH1894	2023-01-02	Damaged	Blue Samsonite carry-on	27.8	1830.84	Pending	37	0	Lufthansa LEOS
CLM00740	PAX00016650	FL0008727	LH1564	2024-03-16	Delayed	Blue Samsonite carry-on	17.7	2317.66	In Progress	27	0	Swissport
CLM00741	PAX00010013	FL0007534	LH7084	2023-12-22	Pilfered	Green hardcase	20.3	1248.53	In Progress	11	626.75	Lufthansa LEOS
CLM00742	PAX00043614	FL0005432	LH6366	2023-07-07	Damaged	Brown leather bag	24.6	545.1	In Progress	42	281.86	Swissport
CLM00743	PAX00022487	FL0003561	LH7243	2022-09-04	Damaged	Black Rimowa suitcase	14.6	EUR 1702.64	Resolved		0	Lufthansa LEOS
CLM00744	PAX00018894	FL0002379	LH152	2022-04-02	Delayed	Blue Samsonite carry-on	18.8	2095.14	Denied		0	Swissport
CLM00745	PAX00005706	FL0008138	LH4504	2023-12-10	Delayed	Red duffel bag	8.1	220.41	Resolved	20	0	Lufthansa LEOS
CLM00746	PAX00017775	FL0007104	LH8764	2023-08-31	Lost	Brown leather bag	28.9	144.08	Resolved		383.88	Swissport
CLM00747	PAX00022457	FL0004047	LH3019	2022-12-07	Damaged	Blue Samsonite carry-on	10.9	1915.27	Pending	3		Swissport
CLM00748	PAX00000984	FL0000811	LH3229	2022-03-17	Delayed	Brown leather bag	23.9	2040.94	Pending	31	0	Lufthansa LEOS
CLM00749	PAX00013108	FL0008198	LH7518	2024-02-13	Delayed	Grey Tumi backpack	18.7	EUR 2189.25	Resolved	1	0	Swissport
CLM00750	PAX00039858	FL0008092	LH5059	2023-11-11	Damaged	Green hardcase	12.3	866.8	Pending		1475.75	Lufthansa LEOS
CLM00751	PAX00001378	FL0007374	LH7361	2023-09-15	Delayed	Green hardcase	30.7	1714.77	Pending	7	0	Fraport Ground Services
CLM00752	PAX00028695	FL0004698	LH2884	2023-04-27	Damaged	Brown leather bag	14.0	1810.47	Resolved	25	0	Swissport
CLM00753	PAX00026244	FL0003523	LH1590	2022-11-18	Delayed	Blue Samsonite carry-on	11.6	2158.33	Resolved		0	Swissport
CLM00754	PAX00042934	FL0010587	LH4002	2024-05-13	Delayed	Brown leather bag	15.9	1369.32	Resolved	30	0	Swissport
CLM00755	PAX00026368	FL0009458	LH6608	2024-05-05	Delayed	Red duffel bag	15.2	1011.4	Pending	44	0	Swissport
CLM00756	PAX00042038	FL0008126	LH7680	2024-01-27	Delayed	Green hardcase	19.6	1313.4	In Progress	35	0	Lufthansa LEOS
CLM00757	PAX00032385	FL0004582	LH6184	2023-01-07	Delayed	Brown leather bag	19.5	543.6	In Progress		0	Fraport Ground Services
CLM00758	PAX00008237	FL0005398	LH8296	2023-06-28	Delayed	Red duffel bag	11.6	1475.19	Resolved	32	0	Fraport Ground Services
CLM00759	PAX00015739	FL0008580	LH2076	2024-01-22	Delayed	Black Rimowa suitcase	12.7	2104.97	Resolved	36	0	Swissport
CLM00760	PAX00015548	FL0007857	LH9736	2023-08-27	Delayed	Blue Samsonite carry-on	23.6	1996.58	Resolved	5	0	Lufthansa LEOS
CLM00761	PAX00018738	FL0005454	LH7740	2023-06-15	Lost	Grey Tumi backpack	10.3	2242.61	Resolved		1151.02	Swissport
CLM00762	PAX00015223	FL0008660	LH3279	2023-12-09	Delayed	Brown leather bag	17.5	2128.74	Pending	19	0	Swissport
CLM00763	PAX00001027	FL0001961	LH1335	2022-06-12	Damaged	Black Rimowa suitcase	22.8	624.25	In Progress		485.11	Swissport
CLM00764	PAX00027941	FL0006630	LH5236	30-05-2023	Damaged	Blue Samsonite carry-on	13.0	896.65	In Progress	8	862.87	Lufthansa LEOS
CLM00765	PAX00007507	FL0009893	LH5553	2024-05-03	Delayed	Blue Samsonite carry-on	23.2	369.23	In Progress	8	0	Lufthansa LEOS
CLM00766	PAX00010455	FL0005465	LH3918	25-05-2023	Lost	Green hardcase	11.7	2351.17	In Progress	16	997.26	Swissport
CLM00767	PAX00024889	FL0007864	LH1552	2023-10-30	Delayed	Blue Samsonite carry-on	12.3	1018.95	Resolved	24	0	Fraport Ground Services
CLM00768	PAX00034766	FL0002262	LH7341	2022-03-26	Delayed	Brown leather bag	16.7	204.89	Resolved	18		Fraport Ground Services
CLM00769	PAX00035876	FL0010827	LH7417	2024-06-17	Delayed	Green hardcase	31.2	677.07	In Progress	25	0	Swissport
CLM00770	PAX00036668	FL0007442	LH2314	2023-11-10	Delayed	Brown leather bag	14.9	1289.34	Resolved	20	0	Lufthansa LEOS
CLM00771	PAX00014996	FL0008754	LH3797	2024-01-01	Delayed	Black Rimowa suitcase	31.7	311.72	Denied	16	0	Swissport
CLM00772	PAX00042223	FL0001183	LH7698	2021-11-18	Delayed	Red duffel bag	12.4	797.0	In Progress	29	0	Swissport
CLM00773	PAX00011584	FL0006846	LH6190	2023-05-03	Lost	Blue Samsonite carry-on	16.1	496.78	In Progress	29	379.9	Fraport Ground Services
CLM00774	PAX00027808	FL0011106	LH3902	2024-04-17	Lost	Black Rimowa suitcase	31.8	1512.53	In Progress	4	1167.42	Fraport Ground Services
CLM00775	PAX00033490	FL0006527	LH836	2023-06-20	Pilfered	Grey Tumi backpack	8.4	2294.84	In Progress	27	1499.96	Swissport
CLM00776	PAX00028789	FL0009751	LH8632	2024-04-22	Delayed	Black Rimowa suitcase	13.9	1221.49	Resolved		0	Swissport
CLM00777	PAX00006290	FL0007732	LH5778	2023-10-21	Delayed	Grey Tumi backpack	10.8	498.48	Pending	12		Swissport
CLM00778	PAX00039180	FL0008896	LH4724	2024-03-01	Lost	Black Rimowa suitcase	17.9	778.59	Resolved	43	0	Fraport Ground Services
CLM00779	PAX00013717	FL0001784	LH6287	2022-06-25	Damaged	Brown leather bag	14.1	1596.03	Pending	23	0	Lufthansa LEOS
CLM00780	PAX00014423	FL0005712	LH8979	2023-02-22	Damaged	Brown leather bag	14.2	2346.98	Resolved	29	0	Lufthansa LEOS
CLM00781	PAX00023244	FL0011609	LH8378	2024-07-27	Delayed	Green hardcase	18.8	1751.38	Pending	30	0	Swissport
CLM00782	PAX00000944	FL0001828	LH8606	03-08-2022	Delayed	Grey Tumi backpack	25.3	2046.35	Resolved			Fraport Ground Services
CLM00783	PAX00026012	FL0006901	LH6169	2023-06-28	Delayed	Brown leather bag	13.2	2356.2	In Progress	44	0	Lufthansa LEOS
CLM00784	PAX00010425	FL0000615	LH756	2021-11-04	Delayed	Grey Tumi backpack	18.8	615.57	Resolved	45	0	Fraport Ground Services
CLM00785	PAX00008288	FL0004093	LH6977	2022-11-17	Pilfered	Brown leather bag	8.8	385.75	In Progress		247.61	Lufthansa LEOS
CLM00786	PAX00026146	FL0004820	LH1619	27-01-2023	Damaged	Blue Samsonite carry-on	27.8	1262.0	Resolved		0	Swissport
CLM00787	PAX00011747	FL0005310	LH9642	2023-03-07	Delayed	Brown leather bag	24.0	1591.59	In Progress	40	0	Fraport Ground Services
CLM00788	PAX00027599	FL0002529	LH3619	18-06-2022	Pilfered	Blue Samsonite carry-on	23.6	265.77	Resolved	15	1071.83	Fraport Ground Services
CLM00789	PAX00003895	FL0005425	LH7544	2023-05-11	Delayed	Green hardcase	22.6	814.07	Resolved	30	0	Fraport Ground Services
CLM00790	PAX00040882	FL0007365	LH5739	2023-09-02	Delayed	Blue Samsonite carry-on	22.8	606.91	Pending	29	0	Lufthansa LEOS
CLM00791	PAX00040310	FL0000330	LH6470	2022-01-23	Delayed	Blue Samsonite carry-on	30.4	478.75	Denied	23	0	Fraport Ground Services
CLM00792	PAX00017333	FL0005026	LH4488	15-01-2023	Delayed	Grey Tumi backpack	28.3	595.09	In Progress	27	0	Lufthansa LEOS
CLM00793	PAX00006378	FL0006915	LH3198	2023-06-10	Damaged	Brown leather bag	20.3	1128.9	In Progress	11	0	Swissport
CLM00794	PAX00029120	FL0011977	LH9971	2024-11-18	Delayed	Blue Samsonite carry-on	24.3	2405.83	Pending	20	0	Fraport Ground Services
CLM00795	PAX00009581	FL0001443	LH6884	2022-04-29	Lost	Green hardcase	11.2	1809.24	Pending	35	511.96	Lufthansa LEOS
CLM00796	PAX00015671	FL0003616	LH1646	2022-09-12	Damaged	Green hardcase	10.8	2380.44	Resolved		1196.22	Swissport
CLM00797	PAX00028682	FL0009639	LH322	2024-06-15	Damaged	Red duffel bag	24.9	2492.12	Resolved	35	583.16	Swissport
CLM00798	PAX00012469	FL0001304	LH1725	2022-03-12	Delayed	Green hardcase	21.8	2146.21	Resolved	15	0	Swissport
CLM00799	PAX00000711	FL0001471	LH4895	2022-01-13	Lost	Brown leather bag	9.6	2165.6	In Progress	5	$1476.74	Fraport Ground Services
CLM00800	PAX00032441	FL0002746	LH3846	2022-07-08	Delayed	Blue Samsonite carry-on	15.6	1769.64	In Progress	23	0	Swissport
CLM00801	PAX00035767	FL0001850	LH8537	2022-08-04	Damaged	Green hardcase	17.9	2213.69	Resolved	12	0	Lufthansa LEOS
CLM00802	PAX00028306	FL0001947	LH8427	11-03-2022	Delayed	Brown leather bag	31.4	1922.25	Resolved		0	Fraport Ground Services
CLM00803	PAX00002603	FL0008842	LH3543	2023-12-31	Delayed	Red duffel bag	11.3	1707.78	In Progress	2	0	Fraport Ground Services
CLM00804	PAX00040667	FL0001372	LH3168	2021-12-29	Delayed	Grey Tumi backpack	12.1	1615.93	Pending	8	0	Lufthansa LEOS
CLM00805	PAX00000671	FL0005152	LH6062	2023-05-12	Pilfered	Green hardcase	19.4	1627.57	Resolved	35	0	Fraport Ground Services
